DATE,CARRIER_CODE,AIRPORT_CODE,TOTAL_FLIGHTS,DELAYED_FLIGHTS,CANCELLED_FLIGHTS,DIVERTED_FLIGHTS,PCT_DELAYED,PCT_CANCELLED,PCT_DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,TOTAL_DELAY_MIN
2025-06-01,AA,MKE,196.0,72.0,0,0,36.734693877551024,0.0,0.0,1790.0,1032.0,258.0,0.0,3897.0,6977.0
2025-06-01,AA,MRY,34.0,11.0,0,0,32.35294117647059,0.0,0.0,118.0,22.0,264.0,0.0,100.0,504.0
2025-06-01,AA,MSN,151.0,61.0,0,0,40.397350993377486,0.0,0.0,1791.0,344.0,439.0,0.0,3067.0,5641.0
2025-06-01,AA,MSO,56.0,30.0,0,0,53.57142857142857,0.0,0.0,415.0,259.0,232.0,0.0,1386.0,2292.0
2025-06-01,AA,MSP,425.0,141.0,0,0,33.1764705882353,0.0,0.0,2652.0,756.0,1087.0,68.0,5141.0,9704.0
2025-06-01,AA,MSY,569.0,193.0,0,0,33.91915641476274,0.0,0.0,3578.0,1248.0,2175.0,96.0,6433.0,13530.0
2025-06-01,AA,MTJ,52.0,18.0,0,0,34.61538461538461,0.0,0.0,682.0,5.0,101.0,0.0,1111.0,1899.0
2025-06-01,AA,MYR,124.0,54.0,0,0,43.54838709677419,0.0,0.0,1047.0,348.0,425.0,83.0,1330.0,3233.0
2025-06-01,AA,OGG,116.0,22.0,0,0,18.96551724137931,0.0,0.0,785.0,0.0,177.0,0.0,496.0,1458.0
2025-06-01,AA,OKC,189.0,87.0,0,0,46.03174603174603,0.0,0.0,1854.0,1019.0,781.0,0.0,3370.0,7024.0
2025-06-01,AA,OMA,310.0,131.0,0,0,42.25806451612903,0.0,0.0,3363.0,853.0,1236.0,0.0,5615.0,11067.0
2025-06-01,AA,ONT,318.0,133.0,0,0,41.82389937106918,0.0,0.0,3638.0,937.0,709.0,0.0,5596.0,10880.0
2025-06-01,AA,ORD,5576.0,1720.0,0,0,30.84648493543759,0.0,0.0,51881.0,13417.0,35479.0,116.0,79544.0,180437.0
2025-06-01,AA,ORF,232.0,85.0,0,0,36.637931034482754,0.0,0.0,1728.0,572.0,661.0,0.0,3253.0,6214.0
2025-06-01,AA,PBI,439.0,164.0,0,0,37.357630979498865,0.0,0.0,2646.0,1324.0,2988.0,0.0,7605.0,14563.0
2025-06-01,AA,PDX,428.0,177.0,0,0,41.35514018691589,0.0,0.0,4898.0,1387.0,1673.0,28.0,7600.0,15586.0
2025-06-01,AA,PHL,4299.0,1233.0,0,0,28.68108862526169,0.0,0.0,34466.0,10407.0,19845.0,44.0,55694.0,120456.0
